mean_predicted,observed_fraction
0.041148533134976316,0.03125
0.0544378898899285,0.0078125
0.06521693011777348,0.05511811023622047
0.07582052868848389,0.0703125
0.08991427085496245,0.0625
0.10924696376243485,0.13385826771653545
0.1325255711764686,0.140625
0.16157978245137566,0.13385826771653545
0.2132762172601954,0.2734375
0.40522189277436366,0.4453125
